filename,width,height,class,xmin,xmax,ymin,ymax
1474700674755DSC06986.png,640,480,object,65,562,40,437
JPEG_20161202_185429_1000409274383.png,640,480,object,187,493,0,465
147753843170620161026_114700.png,640,480,object,66,535,128,331
JPEG_20161130_171321_1000383001035.png,640,480,object,22,640,303,372
1468667661276JPEG_20160712_153232_1000659454586.png,640,480,object,172,538,91,350
147754502791020161026_134821.png,640,480,object,112,538,141,331
JPEG_20161209_140236_1000244431439.png,640,480,object,92,496,12,438
JPEG_20161123_131743_1000303566438.png,640,480,object,179,552,94,387
1475151510767DSC00648.png,640,480,object,31,579,135,356
JPEG_20161123_174933_1000591803081.png,640,480,object,230,435,109,379
JPEG_20160627_120032_1000157611172.png,640,480,object,175,574,149,326
JPEG_20161129_140105_1000238002257.png,640,480,object,0,556,111,412
JPEG_20161120_122526_1000504155878.png,640,480,object,76,500,161,316
147333272630551848fam_XXX_v1.png,640,480,object,26,613,117,360
147445006893011473243520067-Roadster-Men-Grey-Solid-Regular-Sneakers-4861473243519759-1.png,640,480,object,33,605,43,461
JPEG_20161117_154402_1000938208918.png,640,480,object,0,640,0,480
JPEG_20160706_134313_1000410138823.png,640,480,object,139,523,169,301
JPEG_20160709_165812_1000564427158.png,640,480,object,174,522,66,346
JPEG_20160624_121957_1000459474116.png,640,480,object,97,578,76,385
JPEG_20161124_133528_1000185390193.png,640,480,object,75,524,106,397
JPEG_20160706_125859_1000274341962.png,640,480,object,191,606,152,317
1468666251726JPEG_20160712_160009_1000251747543.png,640,480,object,183,409,59,375
JPEG_20161007_135059_1000222185857.png,640,480,object,123,469,84,452
JPEG_20161130_133959_1000464262572.png,640,480,object,89,490,70,422
JPEG_20160810_161133_1000581994627.png,640,480,object,144,541,107,331
JPEG_20160628_124702_1000505542601.png,640,480,object,111,521,122,363
JPEG_20161129_150936_1000393497042.png,640,480,object,93,529,125,394
1480511233195IMG_0235.png,640,480,object,61,509,107,344
JPEG_20160628_135049_10009176618.png,640,480,object,70,499,130,357
JPEG_20160527_150734_1000222166008.png,640,480,object,85,527,90,404
1480331587041_R2A3310.png,640,480,object,127,495,88,394
JPEG_20160805_191905_1000717265087.png,640,480,object,46,609,36,387
JPEG_20160629_130029_1000998144872.png,640,480,object,156,434,98,425
147443999140711472450530096-Roadster-Men-Green-Sneakers-2941472450529909-5.png,640,480,object,41,640,46,390
JPEG_20160712_100904_1000258160066.png,640,480,object,224,401,57,463
147771702842620161028_142634.png,640,480,object,117,569,86,364
JPEG_20160706_111316_1000941505785.png,640,480,object,115,505,139,332
1480948840208_R2A2068.png,640,480,object,234,490,57,416
1475072837222DSC00032.png,640,480,object,205,428,42,425
14582089767602.png,640,480,object,219,415,103,375
147324042337550145_XXX_v2.png,640,480,object,75,567,20,460
1473665043324DeeplearnS11399.png,640,480,object,66,577,137,329
1473747871312IMG_0497.png,640,480,object,253,490,98,347
1480584541638IMG_20161129_205413.png,640,480,object,53,636,84,356
JPEG_20161118_140556_1000268285309.png,640,480,object,3,638,92,459
JPEG_20160702_154627_1000758211756.png,640,480,object,119,530,166,297
JPEG_20160620_175214_1000696482644.png,640,480,object,67,583,90,413
JPEG_20161124_145825_1000831874272.png,640,480,object,89,546,164,323
1475157814107DSC07217.png,640,480,object,48,620,100,356
147336128072022.png,640,480,object,74,560,119,365
1474711716902DSC07401.png,640,480,object,112,526,73,405
1474631965955DSC06123.png,640,480,object,70,614,7,445
1473662422298DeeplearnS11519.png,640,480,object,0,612,47,429
JPEG_20160629_100125_1000586385953.png,640,480,object,184,484,129,438
147772315832120161028_165044.png,640,480,object,125,566,142,340
JPEG_20161028_133943_1000545335019.png,640,480,object,74,556,73,280
JPEG_20160607_143158_1000351869520.png,640,480,object,205,462,49,389
JPEG_20160810_122340_1000198372247.png,640,480,object,86,553,189,302
JPEG_20160513_141029_1000763710105.png,640,480,object,150,483,76,401
1480937828708_R2A1869.png,640,480,object,198,390,68,409
148053366832120161126_210805.png,640,480,object,164,499,170,284
1468667871410JPEG_20160712_150701_1000332170546.png,640,480,object,165,537,97,467
1472628832708m_superfeet_outside_bison_02.png,640,480,object,14,623,195,415
JPEG_20161125_184352_1000788109228.png,640,480,object,76,572,93,380
JPEG_20161118_170718_1000288928340.png,640,480,object,225,441,52,379
1474723206450DSC07692.png,640,480,object,238,404,15,472
JPEG_20160701_143703_1000487501924.png,640,480,object,187,587,76,374
1475155751365DSC08156.png,640,480,object,224,448,58,428
JPEG_20160711_104207_1000266343182.png,640,480,object,252,396,96,437
1475062080711DSC00203.png,640,480,object,65,591,40,415
JPEG_20160711_101845_1000617416742.png,640,480,object,211,451,105,375
JPEG_20161123_161335_1000404015248.png,640,480,object,263,381,10,434
JPEG_20161007_162000_1000769074029.png,640,480,object,1,558,121,382
JPEG_20161205_164337_1000853568478.png,640,480,object,63,556,30,446
1474715926216DSC07762.png,640,480,object,238,436,89,409
147771741216920161028_142805.png,640,480,object,144,525,72,430
1474633834706DSC05987.png,640,480,object,62,546,150,448
JPEG_20160706_144020_1000475536135.png,640,480,object,65,549,150,308
1473664852854DeeplearnS11676.png,640,480,object,66,564,132,351
147324122416061031_XXX_v3.png,640,480,object,0,640,1,461
1474711754136DSC07406.png,640,480,object,52,640,165,407
147771849906620161028_155811.png,640,480,object,120,567,49,440
JPEG_20161201_154419_1000722717513.png,640,480,object,89,640,25,480
JPEG_20160630_120005_1000860021075.png,640,480,object,49,540,99,421
1472628633223w_peg_33_black_white_03.png,640,480,object,91,551,113,419
1473746554824IMG_0679.png,640,480,object,66,465,57,430
JPEG_20160827_113759_1000526711615.png,640,480,object,125,588,18,456
1480965685159IMG_3083.png,640,480,object,210,443,194,423
1474723918206DSC07727.png,640,480,object,253,440,130,430
1473752423491IMG_1400.png,640,480,object,115,516,174,397
JPEG_20161124_171042_1000338527613.png,640,480,object,230,533,96,395
JPEG_20161203_130458_1000928738128.png,640,480,object,67,609,85,241
1475091793144IMG_1749.png,640,480,object,30,615,130,332
14581480050692.png,640,480,object,142,498,129,353
JPEG_20161125_145847_1000732366037.png,640,480,object,134,512,34,431
1480315973491_R2A3123.png,640,480,object,225,432,51,449
1470988441458IMG_0008.png,640,480,object,39,552,11,441
14582089735281A.png,640,480,object,219,448,24,454
JPEG_20161123_191707_1000803552481.png,640,480,object,57,610,157,328
147753677329220161026_121649.png,640,480,object,56,568,30,374
JPEG_20161127_174716_100043299534.png,640,480,object,230,409,40,380
JPEG_20161025_132757_1000171565488.png,640,480,object,61,555,140,362
147772068994820161028_163449.png,640,480,object,0,521,148,370
JPEG_20161007_135224_1000976831949.png,640,480,object,168,557,32,405
JPEG_20160624_105455_1000638135694.png,640,480,object,130,560,142,311
JPEG_20160723_180053_1000169953127.png,640,480,object,46,581,32,455
JPEG_20160608_114459_100016127313.png,640,480,object,158,544,116,362
JPEG_20161210_164808_1000477803584.png,640,480,object,199,433,117,433
JPEG_20160621_143531_100015283328.png,640,480,object,88,572,37,427
1472036827524CmJG0KXVEAAdMEd.png,640,480,object,15,600,24,413
JPEG_20160820_160913_1000321441734.png,640,480,object,239,378,136,456
1472628367783w_superfeet_outside_storm_05.png,640,480,object,214,425,205,442
JPEG_20160621_154153_1000419861837.png,640,480,object,88,569,109,392
JPEG_20161107_132729_100078813188.png,640,480,object,153,512,58,455
1475062163817DSC00227.png,640,480,object,47,573,97,397
JPEG_20161123_131407_1000820185413.png,640,480,object,178,541,7,480
JPEG_20160622_170509_1000126731288.png,640,480,object,37,595,39,387
JPEG_20161126_140257_100071980995.png,640,480,object,16,593,111,345
1475062139339DSC00224.png,640,480,object,233,439,90,430
1480067149027IMG_0180.png,640,480,object,73,531,218,377
JPEG_20161209_153852_1000472654802.png,640,480,object,244,370,205,371
JPEG_20160823_122310_1000938924943.png,640,480,object,97,507,49,409
147742479254020161025_143056.png,640,480,object,86,517,21,240
1471420805958IMG_20160810_210546.png,640,480,object,39,588,135,299
1473752418472IMG_1399.png,640,480,object,144,539,155,406
1475150682819DSC00498.png,640,480,object,245,459,179,425
147771760135920161028_153652.png,640,480,object,47,551,175,378
JPEG_20160711_102050_100013776608.png,640,480,object,218,446,118,367
JPEG_20161129_142344_1000477400034.png,640,480,object,60,592,220,350
1468653161288JPEG_20160712_101235_1000232115969.png,640,480,object,229,415,60,473
1470812023890DSC_0074.png,640,480,object,80,640,6,464
147742566019020161025_164023.png,640,480,object,86,518,151,359
1480508586165IMG_0407.png,640,480,object,70,551,153,310
1470733269356DSC_0117.png,640,480,object,154,527,20,412
1480514193343IMG_0498.png,640,480,object,137,597,85,281
JPEG_20161210_130709_1000271314737.png,640,480,object,174,477,67,419
JPEG_20160712_112529_1000942140706.png,640,480,object,169,536,125,389
JPEG_20161025_132138_1000558374776.png,640,480,object,92,494,117,310
1471628065668Ray-Ban_sunglasses.png,640,480,object,46,589,103,376
JPEG_20160527_170202_1000404007369.png,640,480,object,74,516,57,435
1480067654931IMG_0163.png,640,480,object,118,545,99,289
1473664761702DeeplearnS11630.png,640,480,object,65,574,172,321
1473750728660IMG_1044.png,640,480,object,97,587,156,396
1468666377894JPEG_20160712_111500_1000866832603.png,640,480,object,178,595,111,366
1477450842206JPEG_20161025_121602_100072420307.png,640,480,object,65,564,145,334
JPEG_20160820_145243_1000661091780.png,640,480,object,203,412,63,408
1468390703751JPEG_20160630_171956_1000488398345.png,640,480,object,102,509,148,355
1474723359270DSC07850.png,640,480,object,150,150,216,216
JPEG_20161118_184120_100095709488.png,640,480,object,139,576,127,356
JPEG_20160624_133150_1000842198140.png,640,480,object,204,575,44,345
1471430163685IMG_0511.png,640,480,object,90,446,151,342
1473664867908DeeplearnS11683.png,640,480,object,37,640,6,435
1473751035691IMG_1019.png,640,480,object,167,412,18,422
1473749594595IMG_1179.png,640,480,object,202,459,4,468
JPEG_20161127_173042_1000318423179.png,640,480,object,185,545,165,306
JPEG_20160527_144355_1000754865609.png,640,480,object,181,481,0,480
JPEG_20160630_111727_1000899310484.png,640,480,object,143,494,46,408
JPEG_20161129_153427_1000334426091.png,640,480,object,127,514,8,480
JPEG_20160607_160926_1000781630842.png,640,480,object,100,515,58,434
1473749173633IMG_0425.png,640,480,object,192,366,18,460
1473239669812937_XXX_v1.png,640,480,object,32,616,135,377
1474715418439DSC08019.png,640,480,object,71,604,88,374
JPEG_20160621_154754_1000110599818.png,640,480,object,198,609,88,415
JPEG_20160624_153217_1000169360093.png,640,480,object,184,489,115,409
1473486790577DeeplearnS11944.png,640,480,object,64,575,127,345
JPEG_20160712_113304_1000455033657.png,640,480,object,188,456,62,432
1473752288054IMG_0742.png,640,480,object,10,640,153,411
JPEG_20161123_180639_1000932948154.png,640,480,object,247,430,0,394
1473314824568DeeplearnS11747.png,640,480,object,39,604,172,337
1468559265421JPEG_20160629_140531_1000479431069.png,640,480,object,35,585,1,424
JPEG_20161119_144432_1000306981092.png,640,480,object,207,551,132,337
JPEG_20160625_164646_1000925777338.png,640,480,object,142,604,156,316
1472628964248w_molokini_ii_blk_grl_02.png,640,480,object,95,549,202,383
1474637090548DSC06802.png,640,480,object,95,589,29,410
1473664800608DeeplearnS11649.png,640,480,object,49,598,34,480
1468827975608JPEG_20160709_151843_1000693452130.png,640,480,object,17,497,67,269
1474639110569DSC06409.png,640,480,object,31,625,41,285
1475060108457DSC02385.png,640,480,object,35,628,91,453
JPEG_20161120_182149_1000554460764.png,640,480,object,176,442,1,401
JPEG_20160627_172806_100036129324.png,640,480,object,145,538,56,392
JPEG_20160607_143215_1000711802169.png,640,480,object,139,472,85,427
1472628649524w_peg_33_black_white_05.png,640,480,object,216,427,109,449
JPEG_20160709_132118_1000288025739.png,640,480,object,134,608,7,462
1475151739684DSC00533.png,640,480,object,33,621,77,371
JPEG_20160630_133406_100081933202.png,640,480,object,104,532,78,359
1475156704495DSC01384.png,640,480,object,149,529,86,379
JPEG_20160530_172846_1000426045045.png,640,480,object,40,547,134,410
1480511383771IMG_0301.png,640,480,object,66,431,83,355
1473660918069DeeplearnS11291.png,640,480,object,0,580,58,407
1474724024259DSC07927.png,640,480,object,84,565,94,352
JPEG_20160218_200116_-2145517330.png,640,480,object,44,507,155,367
JPEG_20160711_135417_1000542256048.png,640,480,object,209,449,65,411
JPEG_20160621_123737_1000125045169.png,640,480,object,257,455,42,421
1475057997140DSC02332.png,640,480,object,141,508,62,392
JPEG_20161203_135628_1000749868966.png,640,480,object,96,436,14,480
JPEG_20160709_155838_1000987473611.png,640,480,object,12,618,160,319
JPEG_20160607_131848_1000315132023.png,640,480,object,64,487,74,361
JPEG_20161202_170951_1000641727954.png,640,480,object,73,605,124,391
JPEG_20161123_163814_1000330762750.png,640,480,object,271,372,8,438
JPEG_20160330_143712_2134900682.png,640,480,object,95,533,46,426
JPEG_20161203_134458_1000968901899.png,640,480,object,129,553,104,395
JPEG_20161124_160032_1000407733598.png,640,480,object,23,605,150,297
JPEG_20160513_165648_1000958793029.png,640,480,object,31,579,234,371
1468666035801JPEG_20160712_163527_1000677875069.png,640,480,object,191,524,88,362
147753562810220161026_114230.png,640,480,object,156,490,45,385
JPEG_20160904_115156_1000342704480.png,640,480,object,126,544,211,356
1474714163917DSC07378.png,640,480,object,271,485,149,446
JPEG_20160524_160022_1000916692843.png,640,480,object,163,427,38,458
147742621280220161025_141625.png,640,480,object,36,561,47,400
147772352647820161028_162358.png,640,480,object,52,587,178,358
1473665023974DeeplearnS11393.png,640,480,object,61,566,141,338
JPEG_20161124_152243_1000445967057.png,640,480,object,107,513,2,390
1473750757057IMG_1039.png,640,480,object,196,599,175,326
JPEG_20161129_173239_1000791438794.png,640,480,object,0,640,31,448
JPEG_20161107_151723_1000654960011.png,640,480,object,49,575,77,441
JPEG_20160526_171606_1000773291918.png,640,480,object,72,445,32,438
147323495469517.png,640,480,object,132,520,18,456
JPEG_20160629_170715_1000190369612.png,640,480,object,125,614,111,401
JPEG_20161116_204234_1000541917887.png,640,480,object,287,390,186,307
JPEG_20161121_174608_1000306136503.png,640,480,object,103,553,72,419
1473662740786DeeplearnS11586.png,640,480,object,64,591,133,350
JPEG_20161125_185834_1000593070440.png,640,480,object,114,429,180,332
JPEG_20160709_132736_1000545753297.png,640,480,object,36,507,15,458
JPEG_20161031_145614_1000213486436.png,640,480,object,57,630,122,362
JPEG_20161028_132939_1000221595095.png,640,480,object,116,457,174,370
JPEG_20160630_111218_1000178106157.png,640,480,object,104,593,116,367
JPEG_20161124_181729_1000667044512.png,640,480,object,138,476,107,396
147772120159320161028_170049.png,640,480,object,81,640,27,480
JPEG_20161126_174712_1000138489881.png,640,480,object,151,415,30,330
JPEG_20161210_160411_1000452754146.png,640,480,object,255,366,140,297
JPEG_20160624_110744_1000965132104.png,640,480,object,133,588,172,328
1480584207200IMG_20161129_210006.png,640,480,object,95,584,58,414
JPEG_20160318_162546_-1770164076.png,640,480,object,123,558,100,398
JPEG_20161117_174728_1000597471571.png,640,480,object,125,466,58,350
1480966469460IMG_3125.png,640,480,object,204,439,173,426
JPEG_20160920_162020_1000280583548.png,640,480,object,125,437,166,320
JPEG_20160622_164838_1000360066371.png,640,480,object,82,486,44,469
1473231710489DeeplearnS11409.png,640,480,object,63,581,127,357
JPEG_20161108_052622_1000289359298.png,640,480,object,32,543,140,327
147742625522020161025_141840.png,640,480,object,143,473,40,300
147324022037546707fam_XXX_v1.png,640,480,object,29,612,76,365
JPEG_20161121_194419_1000418686694.png,640,480,object,105,560,14,454
JPEG_20160628_134914_1000817158614.png,640,480,object,82,560,78,463
1480335666290_R2A3801.png,640,480,object,149,468,150,361
1474722941423DSC07857.png,640,480,object,251,470,44,392
JPEG_20160630_160421_1000162169326.png,640,480,object,221,440,97,397
JPEG_20160710_115801_1000142774921.png,640,480,object,54,546,0,466
JPEG_20161124_170824_1000563368737.png,640,480,object,213,522,84,417
147742637831220161025_162413.png,640,480,object,87,561,75,363
JPEG_20161118_144600_1000702069362.png,640,480,object,4,532,81,383
1473665007248DeeplearnS11751.png,640,480,object,28,600,134,343
1474723268175DSC07786.png,640,480,object,271,421,17,475
JPEG_20161007_152433_1000286646407.png,640,480,object,1,579,8,467
147754457919020161026_134943.png,640,480,object,40,566,58,348
JPEG_20161126_173550_1000722750209.png,640,480,object,105,537,28,404
1474711764670DSC07407.png,640,480,object,9,610,108,360
1475007338560DSC022391.png,640,480,object,118,392,71,385
1480339848497_R2A4241.png,640,480,object,193,425,131,367
1474637615822DSC06460.png,640,480,object,16,599,107,385
1480508234620IMG_0419.png,640,480,object,36,509,117,363
1480511472123IMG_0324.png,640,480,object,104,469,77,324
1475159031858DSC06922.png,640,480,object,65,581,20,263
JPEG_20160715_115254_1000350964657.png,640,480,object,129,491,152,358
JPEG_20160627_163926_100040231812.png,640,480,object,233,546,111,356
JPEG_20160627_161928_1000929357443.png,640,480,object,168,532,135,379
1475152214430DSC00585.png,640,480,object,171,557,35,452
1472043063998w_superfeet_outside_bermuda_04.png,640,480,object,37,612,217,408
147771744706220161028_163547.png,640,480,object,65,552,18,442
JPEG_20160622_123728_1000737901440.png,640,480,object,131,423,75,371
JPEG_20161209_144402_1000294820247.png,640,480,object,0,463,0,480
1472040855388w_lombok_black_patent_01.png,640,480,object,85,553,170,428
1475062112316DSC00205.png,640,480,object,242,402,27,460
JPEG_20161028_142218_1000229056320.png,640,480,object,31,622,58,301
147185857800320160817_145201.png,640,480,object,191,431,56,370
JPEG_20161129_151226_1000282772919.png,640,480,object,8,640,5,470
147443967957011472469737180-Roadster-Men-Black-Sneakers-4601472469737046-1.png,640,480,object,51,600,43,461
JPEG_20161127_180443_1000438185294.png,640,480,object,108,486,71,432
JPEG_20160526_124312_1000493670498.png,640,480,object,151,492,6,480
1473659836210DeeplearnS11849.png,640,480,object,61,567,157,330
JPEG_20160704_162537_1000279885825.png,640,480,object,126,503,88,390
JPEG_20161208_160153_1000941895788.png,640,480,object,73,537,96,379
JPEG_20161025_130123_1000127272338.png,640,480,object,35,558,70,431
JPEG_20160622_151041_1000797577307.png,640,480,object,124,599,99,356
1480942578955TotetecaModelShoot12550.png,640,480,object,30,604,124,322
1480583985986IMG_20161129_204721.png,640,480,object,51,635,114,360
1475156145124DSC07057.png,640,480,object,36,610,97,391
JPEG_20160820_164440_1000708162617.png,640,480,object,212,539,120,386
JPEG_20161207_170011_1000381854652.png,640,480,object,166,482,76,426
1474631111612DSC06189.png,640,480,object,55,587,120,327
JPEG_20160416_155802_1000171282698.png,640,480,object,257,554,73,444
JPEG_20161127_181559_100034723117.png,640,480,object,269,384,52,400
1475068631948DSC00063.png,640,480,object,131,486,95,304
JPEG_20161007_143652_1000849089923.png,640,480,object,135,583,163,433
JPEG_20160525_135023_1000532677555.png,640,480,object,83,395,128,400
JPEG_20160624_105625_1000475404314.png,640,480,object,90,576,160,331
JPEG_20160820_151508_100027691784.png,640,480,object,57,598,146,305
JPEG_20160318_162656_-1424223868.png,640,480,object,78,600,61,410
JPEG_20161112_162837_100063556704.png,640,480,object,142,498,57,416
1473231306210DeeplearnS11347.png,640,480,object,74,640,2,425
147742619213720161025_143827.png,640,480,object,87,524,66,336
JPEG_20161121_160915_1000921306832.png,640,480,object,118,531,0,464
JPEG_20160704_155330_1000221376307.png,640,480,object,133,598,134,343
1470990827921IMG_0027.png,640,480,object,63,543,45,327
JPEG_20161120_174634_1000305418585.png,640,480,object,42,640,152,341
JPEG_20161123_174354_1000202062033.png,640,480,object,270,340,4,387
JPEG_20160513_120740_1000188146871.png,640,480,object,27,539,192,355
JPEG_20160701_153906_1000741021393.png,640,480,object,175,455,165,300
147772066934920161028_163412.png,640,480,object,40,596,52,437
1480328038766_R2A3185.png,640,480,object,273,490,117,406
JPEG_20160820_162001_1000335688318.png,640,480,object,215,442,18,387
147333274351060127_XXX_v1.png,640,480,object,25,609,144,328
1468821226424JPEG_20160709_131211_1000785882191.png,640,480,object,124,445,45,377
147444940954811473248951454-Roadster-Men-Tan-Solid-High-tops-Sneakers-5921473248951367-5.png,640,480,object,32,640,74,368
JPEG_20161201_171656_1000902673830.png,640,480,object,114,566,92,358
JPEG_20160416_155922_1000583966291.png,640,480,object,204,588,31,434
JPEG_20160527_131912_1000360500731.png,640,480,object,170,481,0,480
JPEG_20161124_172952_1000503882648.png,640,480,object,104,470,104,421
1475152738947DSC00460.png,640,480,object,82,585,66,338
JPEG_20161208_150850_1000411719529.png,640,480,object,134,534,111,346
JPEG_20161208_150901_1000281937401.png,640,480,object,167,488,0,480
1475061352463DSC00193.png,640,480,object,237,430,67,396
1475152227733DSC00586.png,640,480,object,229,438,48,438
JPEG_20161119_145617_1000357759695.png,640,480,object,47,522,144,324
1480578715552E-mazingshawls29-11-201619210.png,640,480,object,31,541,41,427
1473486347804DeeplearnS11814.png,640,480,object,95,550,140,358
1480508389379IMG_0586.png,640,480,object,98,572,85,266
JPEG_20161207_172617_1000627495722.png,640,480,object,132,462,82,375
JPEG_20160709_163447_1000412353982.png,640,480,object,50,547,155,313
JPEG_20160713_145129_1000125910912.png,640,480,object,0,596,173,391
JPEG_20160608_140658_1000821781405.png,640,480,object,76,578,47,373
JPEG_20161028_140347_1000225728631.png,640,480,object,144,520,68,275
JPEG_20161119_181805_1000730234552.png,640,480,object,138,558,156,357
1474631006124DSC06011.png,640,480,object,110,544,68,410
1474723298903DSC07738.png,640,480,object,36,592,129,414
JPEG_20160628_124329_1000547097190.png,640,480,object,211,411,97,352
1475152243816DSC00587.png,640,480,object,76,598,48,427
JPEG_20160709_113656_1000115433963.png,640,480,object,30,612,165,291
1475062994469DSC00184.png,640,480,object,127,585,63,397
JPEG_20161124_185957_1000246260064.png,640,480,object,131,522,57,417
1474636411470DSC06295.png,640,480,object,21,595,117,351
JPEG_20160820_162454_1000300264212.png,640,480,object,121,560,204,302
JPEG_20160702_113828_1000481492674.png,640,480,object,98,555,134,319
JPEG_20160629_125749_1000278849411.png,640,480,object,163,466,101,418
JPEG_20160707_160409_100093722938.png,640,480,object,25,560,124,312
JPEG_20160527_153248_1000241072199.png,640,480,object,61,446,66,405
JPEG_20160712_133103_1000884235774.png,640,480,object,117,504,33,363
1473662579521DeeplearnS11555.png,640,480,object,88,640,0,406
1468494478083JPEG_20160525_135721_1000726517089.png,640,480,object,69,500,106,343
JPEG_20161207_165546_1000472981309.png,640,480,object,158,512,66,450
JPEG_20160513_170951_1000743920596.png,640,480,object,220,556,37,480
JPEG_20160724_114623_1000105283946.png,640,480,object,11,612,100,413
1475058111699DSC02341.png,640,480,object,46,623,74,347
JPEG_20160625_121816_1000532029095.png,640,480,object,108,563,138,347
JPEG_20161124_161322_1000927801188.png,640,480,object,152,493,57,434
JPEG_20161209_175557_1000200321855.png,640,480,object,201,462,31,388
1473664815814DeeplearnS11656.png,640,480,object,96,541,131,395
JPEG_20161210_125401_1000107950356.png,640,480,object,66,550,35,364
1468828018131JPEG_20160709_152348_1000224432120.png,640,480,object,74,578,83,324
JPEG_20161124_185636_1000504616616.png,640,480,object,97,462,45,439
JPEG_20160527_144647_1000993370827.png,640,480,object,150,412,0,480
JPEG_20161207_150035_1000718776514.png,640,480,object,0,640,16,480
1474637004111DSC06321.png,640,480,object,199,465,10,449
1473659689547DeeplearnS11830.png,640,480,object,116,640,0,395
1473751503206IMG_0905.png,640,480,object,175,543,10,457
JPEG_20160821_144738_1000560883733.png,640,480,object,181,486,39,360
JPEG_20160810_125815_1000373764830.png,640,480,object,161,506,125,434
JPEG_20160702_165741_1000307796787.png,640,480,object,36,572,116,402
1473231498898DeeplearnS11452.png,640,480,object,64,579,140,331
1480489122341IMG_20161129_184635.png,640,480,object,66,589,80,354
JPEG_20160701_154704_1000355755566.png,640,480,object,218,465,175,324
JPEG_20161115_163040_1000406757757.png,640,480,object,68,592,124,400
1480954468256_R2A2222.png,640,480,object,225,425,309,406
1474715962861DSC07768.png,640,480,object,252,401,26,449
1480941044373_R2A1921.png,640,480,object,215,411,185,383
JPEG_20160527_153837_1000894315832.png,640,480,object,118,502,61,405
147742443134720161025_155948.png,640,480,object,124,470,168,349
1469616655193JPEG_20160625_105335_1000184144488.png,640,480,object,184,578,156,338
1473231721055DeeplearnS11413.png,640,480,object,90,544,144,356
